,Job Title,Rating,Company Name,Founded,Industry,Sector,job_state,age,python_yn,R_yn,spark,aws,excel,Min Salary Estimate,Max Salary Estimate,Avg Salary Estimate,City,State,Min Employees,Max Employees
12,Data Scientist,3.2,Walmart,1962.0,"Department, Clothing, & Shoe Stores",Retail, TX,58.0,0,0,0,0,0,106000.0,172000.0,139000.0,Plano,TX,10000,15000
13,Data Analyst,4.1,Yesler,2012.0,Advertising & Marketing,Business Services, WA,8.0,1,0,1,1,1,46000.0,85000.0,65500.0,Seattle,WA,201,500
14,Data Scientist,3.7,Takeda Pharmaceuticals,1781.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,239.0,1,0,1,0,0,83000.0,144000.0,113500.0,Cambridge,MA,10000,15000
15,Data Engineer,3.6,Audible,1995.0,Motion Picture Production & Distribution,Media, NJ,25.0,0,0,0,0,1,102000.0,190000.0,146000.0,Newark,NJ,1001,5000
16,Other,3.9,Blueprint Medicines,2011.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,9.0,0,0,0,0,1,67000.0,137000.0,102000.0,Cambridge,MA,51,200
17,Data Scientist,4.3,h2o.ai,2011.0,Enterprise Software & Network Solutions,Information Technology, CA,9.0,1,0,1,1,1,118000.0,189000.0,153500.0,Mountain View,CA,201,500
18,Data Scientist,4.2,Nuna,2010.0,Enterprise Software & Network Solutions,Information Technology, CA,10.0,0,0,0,0,0,110000.0,175000.0,142500.0,San Francisco,CA,51,200
19,Data Scientist,4.0,Pinnacol Assurance,1915.0,Insurance Carriers,Insurance, CO,105.0,1,0,0,0,1,64000.0,111000.0,87500.0,Denver,CO,501,1000
20,Data Scientist,3.2,Porch,2012.0,Internet,Information Technology, WA,8.0,1,0,1,0,0,81000.0,130000.0,105500.0,Seattle,WA,201,500
21,Data Scientist,3.9,Health IQ,2013.0,Insurance Agencies & Brokerages,Insurance, TX,7.0,0,0,0,0,1,73000.0,119000.0,96000.0,Dallas,TX,201,500
22,Data Scientist,3.8,Truckstop.com,1995.0,Logistics & Supply Chain,Transportation & Logistics, IL,25.0,1,0,0,1,1,86000.0,139000.0,112500.0,Chicago,IL,501,1000
23,Data Scientist,4.3,SMC 3,1935.0,Logistics & Supply Chain,Transportation & Logistics, KY,85.0,1,0,0,0,1,63000.0,105000.0,84000.0,Louisville,KY,51,200
24,Data Scientist,4.0,Novetta,2012.0,Enterprise Software & Network Solutions,Information Technology, VA,8.0,1,0,0,1,0,109000.0,177000.0,143000.0,Herndon,VA,501,1000
25,Data Scientist,4.0,Pfizer,1849.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,171.0,1,0,0,1,1,63000.0,110000.0,86500.0,Cambridge,MA,10000,15000
26,Data Scientist,3.5,First Tech Federal Credit Union,1952.0,Banks & Credit Unions,Finance, OR,68.0,1,0,1,1,1,75000.0,124000.0,99500.0,Hillsboro,OR,1001,5000
27,Data Analyst,3.7,The Hanover Insurance Group,1852.0,Insurance Carriers,Insurance, MA,168.0,0,0,0,0,1,34000.0,61000.0,47500.0,Worcester,MA,5001,10000
28,Data Scientist,4.0,Pfizer,1849.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, CT,171.0,0,0,0,1,1,63000.0,105000.0,84000.0,Groton,CT,10000,15000
29,Data Scientist,4.8,KnowBe4,2010.0,Security Services,Business Services, FL,10.0,1,0,1,0,1,80000.0,90000.0,85000.0,Clearwater,FL,501,1000
30,Data Scientist,3.8,PNNL,1965.0,Energy,"Oil, Gas, Energy & Utilities", WA,55.0,1,0,0,0,0,56000.0,97000.0,76500.0,Richland,WA,1001,5000
31,Data Scientist,3.6,Amrock,1997.0,Real Estate,Real Estate, MI,23.0,1,0,0,0,0,72000.0,120000.0,96000.0,Detroit,MI,1001,5000
32,Data Scientist,3.8,Novartis,1996.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,24.0,1,0,0,0,0,86000.0,143000.0,114500.0,Cambridge,MA,10000,15000
33,Data Scientist,3.8,Juniper Networks,1996.0,Telecommunications Services,Telecommunications, CA,24.0,1,0,1,0,1,93000.0,149000.0,121000.0,Sunnyvale,CA,5001,10000
34,Data Scientist,4.7,New England Biolabs,1974.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,46.0,1,0,0,0,1,85000.0,140000.0,112500.0,Ipswich,MA,201,500
35,Data Analyst,4.2,Clarity Insights,2008.0,IT Services,Information Technology, CA,12.0,1,0,0,0,1,77000.0,135000.0,106000.0,San Jose,CA,201,500
36,Data Scientist,3.5,Esri,1969.0,Computer Hardware & Software,Information Technology, CA,51.0,1,0,1,1,0,82000.0,132000.0,107000.0,Redlands,CA,1001,5000
37,Data Scientist,4.7,Systems & Technology Research,2010.0,Aerospace & Defense,Aerospace & Defense, MA,10.0,1,0,1,0,1,83000.0,137000.0,110000.0,Woburn,MA,201,500
38,Data Scientist,3.5,Sartorius,1870.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, CA,150.0,1,0,0,0,1,115000.0,180000.0,147500.0,Fremont,CA,5001,10000
39,Data Engineer,3.5,Lancer Insurance,1985.0,Insurance Carriers,Insurance, NY,35.0,1,0,0,0,1,74000.0,138000.0,106000.0,Long Beach,NY,201,500
40,Data Analyst,4.2,Sauce Labs,2008.0,IT Services,Information Technology, CA,12.0,1,0,0,1,1,64000.0,112000.0,88000.0,San Francisco,CA,201,500
41,Data Engineer,3.6,Persivia,1969.9696531791908,-1,-1, MA,50.0303468208092,0,0,0,0,1,68000.0,129000.0,98500.0,Marlborough,MA,1,50
42,Data Scientist,4.2,Nuna,2010.0,Enterprise Software & Network Solutions,Information Technology, CA,10.0,0,0,0,0,0,110000.0,175000.0,142500.0,San Francisco,CA,51,200
43,Other,3.4,Edgewell Personal Care,2015.0,Consumer Products Manufacturing,Manufacturing, NJ,5.0,0,0,0,1,0,52000.0,113000.0,82500.0,Allendale,NJ,5001,10000
44,Data Scientist,4.3,Equity Residential,1993.0,Real Estate,Real Estate, IL,27.0,1,0,1,0,1,110000.0,150000.0,130000.0,Chicago,IL,1001,5000
46,Data Scientist,3.7,Visa Inc.,1958.0,IT Services,Information Technology, WA,62.0,1,0,0,0,1,158000.0,211000.0,184500.0,Bellevue,WA,10000,15000
47,Data Analyst,3.1,Intrado,1986.0,Enterprise Software & Network Solutions,Information Technology, CO,34.0,0,0,0,0,1,20000.0,39000.0,29500.0,Longmont,CO,5001,10000
48,Other,4.7,Centauri,1999.0,Aerospace & Defense,Aerospace & Defense, OH,21.0,0,0,0,0,0,56000.0,117000.0,86500.0,Beavercreek,OH,501,1000
49,Data Scientist,3.7,Caterpillar,1925.0,Industrial Manufacturing,Manufacturing, IL,95.0,0,0,0,0,0,63000.0,99000.0,81000.0,Peoria,IL,10000,15000
50,Data Scientist,3.8,Zimmerman Advertising,1984.0,Advertising & Marketing,Business Services, FL,36.0,1,0,0,0,1,68000.0,114000.0,91000.0,Fort Lauderdale,FL,501,1000
51,Data Scientist,3.3,Liberty Mutual Insurance,1912.0,Insurance Carriers,Insurance, MA,108.0,1,0,0,0,0,86000.0,143000.0,114500.0,Boston,MA,10000,15000
52,Other,4.6,"Torch Technologies, Inc.",2002.0,Aerospace & Defense,Aerospace & Defense, AL,18.0,1,0,0,0,1,41000.0,95000.0,68000.0,Huntsville,AL,1001,5000
53,Data Scientist,3.7,Swiss Re,1863.0,Insurance Agencies & Brokerages,Insurance, NY,157.0,1,0,0,0,1,86000.0,144000.0,115000.0,Armonk,NY,10000,15000
54,Data Scientist,3.7,Northrop Grumman,1939.0,Aerospace & Defense,Aerospace & Defense, CA,81.0,0,0,0,0,1,80000.0,139000.0,109500.0,San Diego,CA,10000,15000
55,Data Scientist,3.5,Sartorius,1870.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, NM,150.0,1,0,0,0,1,56000.0,95000.0,75500.0,Albuquerque,NM,5001,10000
56,Data Scientist,4.1,Netskope,2012.0,Enterprise Software & Network Solutions,Information Technology, CA,8.0,1,0,1,0,1,120000.0,189000.0,154500.0,San Francisco,CA,501,1000
57,Data Scientist,4.7,1904labs,2016.0,IT Services,Information Technology, MO,4.0,1,0,1,0,0,111000.0,176000.0,143500.0,Saint Louis,MO,51,200
58,Data Scientist,4.1,ClearOne Advantage,2008.0,Banks & Credit Unions,Finance, MD,12.0,0,0,0,0,1,54000.0,93000.0,73500.0,Baltimore,MD,501,1000
59,Data Scientist,3.4,CyrusOne,2000.0,Real Estate,Real Estate, TX,20.0,1,0,0,1,1,71000.0,119000.0,95000.0,Dallas,TX,201,500
60,Data Scientist,4.4,The David J. Joseph Company,1885.0,Metals Brokers,Mining & Metals, OH,135.0,1,0,0,1,0,82000.0,132000.0,107000.0,Cincinnati,OH,201,500
61,Data Scientist,4.3,USEReady,2011.0,Consulting,Business Services, NY,9.0,1,0,1,1,0,84000.0,146000.0,115000.0,New York,NY,201,500
62,Data Scientist,3.8,Bill.com,2006.0,Financial Transaction Processing,Finance, CA,14.0,0,0,0,0,0,107000.0,172000.0,139500.0,Palo Alto,CA,501,1000
63,Data Scientist,3.8,Pacific Northwest National Laboratory,1965.0,Energy,"Oil, Gas, Energy & Utilities", WA,55.0,0,0,0,0,0,49000.0,85000.0,67000.0,Richland,WA,1001,5000
64,Data Scientist,3.8,DICK'S Sporting Goods - Corporate,1948.0,Sporting Goods Stores,Retail, PA,72.0,1,0,0,0,0,61000.0,109000.0,85000.0,Coraopolis,PA,10000,15000
65,Data Scientist,2.8,Berg Health,2006.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,14.0,1,0,0,0,1,88000.0,148000.0,118000.0,Framingham,MA,51,200
66,Data Scientist,4.7,Oversight Systems,2003.0,Computer Hardware & Software,Information Technology, GA,17.0,1,0,0,0,1,60000.0,99000.0,79500.0,Atlanta,GA,51,200
67,Data Scientist,3.1,C Space,1999.0,Advertising & Marketing,Business Services, MA,21.0,1,0,0,0,0,41000.0,72000.0,56500.0,Boston,MA,201,500
68,Data Scientist,3.2,"Numeric, LLC",1969.9696531791908,Staffing & Outsourcing,Business Services, PA,50.0303468208092,1,0,1,1,0,96000.0,161000.0,128500.0,Philadelphia,PA,1,50
69,Other,4.0,HP Inc.,1939.0,Computer Hardware & Software,Information Technology, WA,81.0,0,0,0,0,0,65000.0,130000.0,97500.0,Vancouver,WA,10000,15000
70,Other,4.4,SpringML,2015.0,Enterprise Software & Network Solutions,Information Technology, IN,5.0,1,0,0,0,0,52000.0,81000.0,66500.0,Indianapolis,IN,1,50
71,Other,3.6,Grainger,1927.0,Wholesale,Business Services, IL,93.0,1,0,0,0,1,139000.0,220000.0,179500.0,Lake Forest,IL,10000,15000
72,Other,2.7,EAG Laboratories,1978.0,Research & Development,Business Services, MO,42.0,0,0,0,0,1,50000.0,102000.0,76000.0,Maryland Heights,MO,501,1000
73,Data Scientist,3.9,The Buffalo Group,2010.0,IT Services,Information Technology, VA,10.0,1,0,1,0,0,85000.0,139000.0,112000.0,Charlottesville,VA,501,1000
74,Data Scientist,3.1,Carmeuse,1860.0,Mining,Mining & Metals, PA,160.0,1,0,0,0,0,74000.0,122000.0,98000.0,Pittsburgh,PA,1001,5000
75,Data Scientist,4.0,HP Inc.,1939.0,Computer Hardware & Software,Information Technology, WA,81.0,0,0,1,1,0,99000.0,157000.0,128000.0,Vancouver,WA,10000,15000
76,Data Scientist,4.3,h2o.ai,2011.0,Enterprise Software & Network Solutions,Information Technology, CA,9.0,1,0,1,1,1,79000.0,222000.0,150500.0,Mountain View,CA,201,500
77,Other,1.9,GNS Healthcare,2000.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,20.0,0,0,0,1,0,57000.0,118000.0,87500.0,Cambridge,MA,51,200
78,Data Scientist,3.3,Peraton,2017.0,Aerospace & Defense,Aerospace & Defense, VA,3.0,1,0,0,0,1,83000.0,137000.0,110000.0,Chantilly,VA,1001,5000
79,Data Scientist,4.4,Pactera,1995.0,IT Services,Information Technology, CA,25.0,1,0,0,0,1,86000.0,141000.0,113500.0,San Jose,CA,10000,15000
80,Data Scientist,3.9,Nurx,2016.0,Health Care Services & Hospitals,Health Care, CA,4.0,1,0,0,0,0,94000.0,154000.0,124000.0,San Francisco,CA,51,200
81,Data Analyst,4.7,webfx.com,1997.0,Advertising & Marketing,Business Services, PA,23.0,0,0,0,0,1,37000.0,76000.0,56500.0,Harrisburg,PA,201,500
82,Data Scientist,4.5,Johns Hopkins University Applied Physics Laboratory,1942.0,Aerospace & Defense,Aerospace & Defense, MD,78.0,1,0,0,0,1,100000.0,160000.0,130000.0,Laurel,MD,5001,10000
83,Data Analyst,4.3,Productive Edge,2008.0,Computer Hardware & Software,Information Technology, IL,12.0,0,0,0,0,1,55000.0,100000.0,77500.0,Chicago,IL,51,200
84,Data Engineer,4.0,Excella Consulting,2002.0,Consulting,Business Services, VA,18.0,1,0,0,1,1,60000.0,114000.0,87000.0,Arlington,VA,201,500
85,Data Analyst,4.4,Gensco,1948.0,Wholesale,Business Services, WA,72.0,0,0,0,0,1,39000.0,68000.0,53500.0,Tacoma,WA,501,1000
86,Data Scientist,3.2,Walmart,1962.0,"Department, Clothing, & Shoe Stores",Retail, TX,58.0,0,0,0,0,0,106000.0,172000.0,139000.0,Plano,TX,10000,15000
87,Data Scientist,3.8,Logic20/20,2005.0,Consulting,Business Services, CA,15.0,1,0,1,1,1,86000.0,142000.0,114000.0,San Jose,CA,201,500
88,Data Scientist,4.2,goTRG,2008.0,Enterprise Software & Network Solutions,Information Technology, FL,12.0,1,0,1,0,1,64000.0,107000.0,85500.0,Miami,FL,501,1000
89,Other,4.5,NMR Consulting,1996.0,IT Services,Information Technology, AL,24.0,0,0,0,0,1,31000.0,65000.0,48000.0,Huntsville,AL,51,200
90,Data Analyst,3.5,iSeatz,1999.0,Enterprise Software & Network Solutions,Information Technology, LA,21.0,0,0,0,0,1,34000.0,62000.0,48000.0,New Orleans,LA,51,200
91,Other,3.5,Nektar Therapeutics,1990.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, CA,30.0,0,0,0,0,1,117000.0,231000.0,174000.0,San Francisco,CA,201,500
92,Data Scientist,3.9,TransUnion,1968.0,Financial Analytics & Research,Finance, GA,52.0,1,0,1,0,0,64000.0,106000.0,85000.0,Atlanta,GA,5001,10000
93,Other,4.7,IT Concepts,2003.0,IT Services,Information Technology, MD,17.0,0,0,0,0,0,79000.0,134000.0,106500.0,Landover,MD,51,200
94,Data Analyst,4.2,Scientific Research Corporation,1988.0,IT Services,Information Technology, MD,32.0,0,0,0,0,1,52000.0,93000.0,72500.0,Patuxent River,MD,1001,5000
95,Other,3.4,General Dynamics Information Technology,1996.0,IT Services,Information Technology, MD,24.0,0,0,0,0,0,55000.0,116000.0,85500.0,Suitland,MD,10000,15000
96,Data Scientist,3.2,MITRE,1958.0,Federal Agencies,Government, VA,62.0,1,0,0,0,1,72000.0,123000.0,97500.0,McLean,VA,5001,10000
97,Data Scientist,3.9,The Buffalo Group,2010.0,IT Services,Information Technology, VA,10.0,1,0,0,0,1,74000.0,124000.0,99000.0,Fort Belvoir,VA,501,1000
98,Data Analyst,3.1,DentaQuest,2001.0,Insurance Carriers,Insurance, WI,19.0,0,0,0,0,1,40000.0,73000.0,56500.0,Milwaukee,WI,1001,5000
99,Data Scientist,4.1,Redjack,2007.0,IT Services,Information Technology, MD,13.0,1,0,0,0,0,102000.0,164000.0,133000.0,Silver Spring,MD,1,50
100,Data Scientist,3.8,7Park Data,2012.0,Research & Development,Business Services, NY,8.0,1,0,1,0,0,89000.0,153000.0,121000.0,New York,NY,51,200
101,Data Scientist,4.7,Rapid Response Monitoring,1992.0,Security Services,Business Services, NY,28.0,1,0,0,0,0,61000.0,110000.0,85500.0,Syracuse,NY,501,1000
102,Data Scientist,4.3,Trilogy Ed,2015.0,Education Training Services,Education, TX,5.0,1,0,0,0,0,65000.0,110000.0,87500.0,Houston,TX,1001,5000
103,Data Scientist,4.2,Gallup,1935.0,Consulting,Business Services, DC,85.0,1,0,0,0,1,200000.0,275000.0,237500.0,Washington,DC,1001,5000
104,Data Engineer,3.9,CapTech,1997.0,IT Services,Information Technology, NC,23.0,1,0,1,0,0,68000.0,123000.0,95500.0,Charlotte,NC,1001,5000
105,Data Scientist,3.3,American Axle & Manufacturing,1994.0,Transportation Equipment Manufacturing,Manufacturing, MI,26.0,1,0,1,1,1,80000.0,129000.0,104500.0,Southfield,MI,10000,15000
106,Data Analyst,4.7,CentralReach,2012.0,Computer Hardware & Software,Information Technology, NJ,8.0,0,0,0,0,1,41000.0,72000.0,56500.0,Matawan,NJ,201,500
107,Data Analyst,4.3,Integrate,2010.0,Enterprise Software & Network Solutions,Information Technology, AZ,10.0,0,0,0,0,1,39000.0,71000.0,55000.0,Phoenix,AZ,201,500
108,Other,2.9,Boys Town Hospital,1977.0,Health Care Services & Hospitals,Health Care, NE,43.0,0,0,0,0,1,38000.0,85000.0,61500.0,Omaha,NE,1001,5000
109,Data Scientist,4.5,Demandbase,2006.0,Computer Hardware & Software,Information Technology, CA,14.0,0,0,1,1,0,121000.0,193000.0,157000.0,San Francisco,CA,201,500
110,Data Engineer,3.4,Sapphire Digital,2019.0,Internet,Information Technology, NJ,1.0,1,0,0,0,0,54000.0,102000.0,78000.0,Lyndhurst,NJ,201,500
111,Data Scientist,3.7,Takeda Pharmaceuticals,1781.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,239.0,1,0,1,0,0,83000.0,144000.0,113500.0,Cambridge,MA,10000,15000
112,Data Scientist,4.6,<intent>,2009.0,Internet,Information Technology, NY,11.0,1,0,1,0,0,120000.0,160000.0,140000.0,New York,NY,51,200
113,Data Scientist,3.2,Formation,2015.0,Enterprise Software & Network Solutions,Information Technology, CA,5.0,0,0,1,0,1,102000.0,163000.0,132500.0,San Francisco,CA,51,200
114,Data Engineer,4.0,Autodesk,1982.0,Computer Hardware & Software,Information Technology, CA,38.0,1,0,1,0,0,76000.0,140000.0,108000.0,San Francisco,CA,5001,10000
115,Data Scientist,4.6,Beck's Hybrids,1937.0,Farm Support Services,Agriculture & Forestry, IN,83.0,0,0,0,0,0,60000.0,101000.0,80500.0,Atlanta,IN,501,1000
116,Data Scientist,2.8,DrFirst,2000.0,Health Care Services & Hospitals,Health Care, MD,20.0,1,0,0,0,0,82000.0,133000.0,107500.0,Rockville,MD,201,500
117,Data Engineer,4.7,Object Partners,1996.0,Consulting,Business Services, MN,24.0,0,0,1,1,0,65000.0,125000.0,95000.0,Minneapolis,MN,51,200
118,Data Scientist,3.0,L.A. Care Health Plan,1997.0,Health Care Services & Hospitals,Health Care, CA,23.0,1,0,1,0,0,91000.0,148000.0,119500.0,Los Angeles,CA,1001,5000
119,Data Engineer,3.2,Red Ventures,2000.0,Advertising & Marketing,Business Services, NC,20.0,0,0,1,1,0,95000.0,173000.0,134000.0,Charlotte,NC,1001,5000
120,Data Scientist,4.4,Quick Base,1999.0,Enterprise Software & Network Solutions,Information Technology, MA,21.0,1,0,0,0,1,77000.0,124000.0,100500.0,Cambridge,MA,201,500
121,Data Scientist,3.5,The E.W. Scripps Company,1878.0,TV Broadcast & Cable Networks,Media, OH,142.0,1,0,0,0,0,80000.0,135000.0,107500.0,Cincinnati,OH,1001,5000
122,Data Engineer,4.0,Upside Business Travel,2015.0,Internet,Information Technology, DC,5.0,1,0,1,1,0,85000.0,159000.0,122000.0,Washington,DC,51,200
123,Data Engineer,4.3,Equity Residential,1993.0,Real Estate,Real Estate, IL,27.0,1,0,1,0,1,80000.0,105000.0,92500.0,Chicago,IL,1001,5000
124,Data Analyst,2.3,Synagro,1986.0,Research & Development,Business Services, MD,34.0,0,0,0,0,1,43000.0,81000.0,62000.0,Baltimore,MD,501,1000
125,Other,4.0,Alliance Source Testing,2000.0,Architectural & Engineering Services,Business Services, AL,20.0,0,0,0,0,0,29000.0,50000.0,39500.0,Alabaster,AL,51,200
126,Data Scientist,3.6,Accuride International,1966.0,Industrial Manufacturing,Manufacturing, Los Angeles,54.0,0,0,0,0,1,82000.0,133000.0,107500.0,Santa Fe Springs,"Los Angeles, CA",1001,5000
127,Other,3.8,Full Potential Solutions,2017.0,Staffing & Outsourcing,Business Services, MO,3.0,1,0,0,1,1,26000.0,55000.0,40500.0,Kansas City,MO,501,1000
128,Data Scientist,3.7,Visa Inc.,1958.0,IT Services,Information Technology, VA,62.0,1,0,1,0,0,61000.0,118000.0,89500.0,Ashburn,VA,10000,15000
129,Data Scientist,4.4,Maven Wave Partners,2008.0,Consulting,Business Services, IL,12.0,1,0,0,1,1,60000.0,102000.0,81000.0,Chicago,IL,201,500
130,Data Scientist,4.0,Novetta,2012.0,Enterprise Software & Network Solutions,Information Technology, VA,8.0,1,0,0,1,0,112000.0,182000.0,147000.0,Herndon,VA,501,1000
131,Data Scientist,3.2,"First Command Financial Services, Inc.",1958.0,Brokerage Services,Finance, TX,62.0,1,0,0,0,1,64000.0,106000.0,85000.0,Fort Worth,TX,1001,5000
132,Other,2.9,Pharmavite,1971.0,Consumer Products Manufacturing,Manufacturing, CA,49.0,0,0,0,0,1,51000.0,112000.0,81500.0,Valencia,CA,1001,5000
133,Other,3.8,BioMarin Pharmaceutical,1997.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, CA,23.0,0,0,0,0,1,113000.0,223000.0,168000.0,Novato,CA,1001,5000
134,Machine Learning Engineer,4.3,Stratagem Group,2007.0,Aerospace & Defense,Aerospace & Defense, CO,13.0,1,0,1,1,1,72000.0,129000.0,100500.0,Aurora,CO,1,50
135,Data Scientist,3.4,PA Consulting,1943.0,Consulting,Business Services, NY,77.0,1,0,1,0,1,71000.0,123000.0,97000.0,New York,NY,1001,5000
136,Data Scientist,4.1,ManTech,1968.0,Research & Development,Business Services, VA,52.0,0,0,0,0,0,64000.0,106000.0,85000.0,Chantilly,VA,5001,10000
137,Data Scientist,4.3,h2o.ai,2011.0,Enterprise Software & Network Solutions,Information Technology, CA,9.0,1,0,1,1,1,118000.0,189000.0,153500.0,Mountain View,CA,201,500
138,Data Engineer,5.0,Gridiron IT,2017.0,IT Services,Information Technology, FL,3.0,0,0,0,0,0,120000.0,145000.0,132500.0,Tampa,FL,51,200
139,Data Engineer,4.3,Productive Edge,2008.0,Computer Hardware & Software,Information Technology, IL,12.0,0,0,1,0,1,80000.0,120000.0,100000.0,Chicago,IL,51,200
140,Data Scientist,3.7,Evolve Vacation Rental,2011.0,Travel Agencies,Travel & Tourism, CO,9.0,1,0,0,0,0,80000.0,130000.0,105000.0,Denver,CO,201,500
141,Data Engineer,4.2,The Church of Jesus Christ of Latter-day Saints,1969.9696531791908,Religious Organizations,Non-Profit, UT,50.0303468208092,0,0,0,1,1,59000.0,115000.0,87000.0,Riverton,UT,10000,15000
142,Data Analyst,4.3,Maximus Real Estate Partners,2013.0,Real Estate,Real Estate, CA,7.0,0,0,0,0,1,71000.0,136000.0,103500.0,San Francisco,CA,51,200
143,Other,2.6,Software Engineering Institute,1984.0,Colleges & Universities,Education, PA,36.0,1,0,0,0,1,81000.0,167000.0,124000.0,Pittsburgh,PA,501,1000
144,Data Scientist,3.8,PNNL,1965.0,Energy,"Oil, Gas, Energy & Utilities", WA,55.0,1,0,0,0,0,49000.0,85000.0,67000.0,Richland,WA,1001,5000
145,Data Engineer,3.9,AVANADE,2000.0,IT Services,Information Technology, DC,20.0,0,0,0,0,0,60000.0,114000.0,87000.0,Washington,DC,10000,15000
146,Data Scientist,4.3,h2o.ai,2011.0,Enterprise Software & Network Solutions,Information Technology, IL,9.0,1,0,1,1,1,71000.0,204000.0,137500.0,Chicago,IL,201,500
147,Data Scientist,3.8,PatientPoint,1987.0,Advertising & Marketing,Business Services, OH,33.0,1,0,0,0,1,75000.0,125000.0,100000.0,Cincinnati,OH,201,500
148,Data Engineer,3.8,BlueCross BlueShield of Tennessee,1945.0,Insurance Carriers,Insurance, TN,75.0,0,0,0,0,1,77000.0,136000.0,106500.0,Chattanooga,TN,5001,10000
149,Data Scientist,3.8,PNNL,1965.0,Energy,"Oil, Gas, Energy & Utilities", WA,55.0,0,0,0,0,0,74000.0,123000.0,98500.0,Richland,WA,1001,5000
150,Data Analyst,4.8,KnowBe4,2010.0,Security Services,Business Services, FL,10.0,1,0,0,0,1,44000.0,78000.0,61000.0,Clearwater,FL,501,1000
151,Other,4.4,KSM Consulting,2008.0,Consulting,Business Services, IN,12.0,1,0,1,1,0,65000.0,148000.0,106500.0,Indianapolis,IN,51,200
152,Data Engineer,3.9,Cogo Labs,2005.0,Internet,Information Technology, MA,15.0,1,0,1,0,0,59000.0,110000.0,84500.0,Cambridge,MA,51,200
153,Other,3.4,Church & Dwight,1846.0,Consumer Products Manufacturing,Manufacturing, NJ,174.0,1,0,0,0,1,85000.0,134000.0,109500.0,Ewing,NJ,1001,5000
154,Data Scientist,3.6,MassMutual,1851.0,Insurance Carriers,Insurance, MA,169.0,1,0,1,1,0,124000.0,204000.0,164000.0,Boston,MA,5001,10000
155,Data Scientist,3.9,Genentech,1976.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, CA,44.0,1,0,1,0,1,131000.0,207000.0,169000.0,South San Francisco,CA,10000,15000
156,Data Scientist,3.8,Juniper Networks,1996.0,Telecommunications Services,Telecommunications, CA,24.0,1,0,1,1,1,110000.0,174000.0,142000.0,Cupertino,CA,5001,10000
